Date,MKT,RF,MRP,SMB,HML,WML
2020-01-01 00:00:00+05:30,0.0,0.0002380952380952381,-0.0002380952380952381,0.0,0.0,0.0
2020-01-02 00:00:00+05:30,0.006987618522731571,0.0002380952380952381,0.006749523284636333,0.0017372146677620687,0.011179130396704614,-0.002858643365068126
2020-01-03 00:00:00+05:30,-0.003042475500817524,0.0002380952380952381,-0.003280570738912762,-0.0032297238171261925,-0.013450254825794752,-0.011954487695479249
2020-01-06 00:00:00+05:30,-0.019318470125591052,0.0002380952380952381,-0.01955656536368629,-0.013153550920097103,-0.021576844223841915,-0.005678861754916222
2020-01-07 00:00:00+05:30,0.0037432174765051947,0.0002380952380952381,0.0035051222384099565,-0.005535331354305592,0.011233208146684685,-0.0032593967740113666
2020-01-08 00:00:00+05:30,0.002878803309227146,0.0002380952380952381,0.002640708071131908,0.006173369717724339,-0.01073855240211965,0.0031363465583122392
2020-01-09 00:00:00+05:30,0.014328610575640202,0.0002380952380952381,0.014090515337544964,0.009834181744191088,0.021095484054558966,0.004010748689508613
2020-01-10 00:00:00+05:30,0.002945340569619369,0.0002380952380952381,0.0027072453315241307,0.0019111821291614224,0.003317138884190332,0.0014005651542895055
2020-01-13 00:00:00+05:30,0.005550883446664816,0.0002380952380952381,0.005312788208569578,0.005730438987648491,-0.009394637496032249,0.007726980807461487
2020-01-14 00:00:00+05:30,0.0006386164487369508,0.0002380952380952381,0.00040052121064171266,0.0029592076156181504,-0.005900072021392853,0.0016850062518246672
2020-01-15 00:00:00+05:30,-0.0013325770314101253,0.0002380952380952381,-0.0015706722695053633,-0.00018301067281065956,-0.0059078670387271775,-0.0047070646537816455
2020-01-16 00:00:00+05:30,0.004175609615838354,0.0002380952380952381,0.003937514377743116,0.00014371241505412025,-0.00042232811834447617,-0.0010220876707309583
2020-01-17 00:00:00+05:30,0.006747789702475486,0.0002380952380952381,0.0065096944643802486,-0.0032683622532229976,-0.00487463876331908,-0.0073913922087629445
2020-01-20 00:00:00+05:30,-0.01097987003525011,0.0002380952380952381,-0.011217965273345348,0.0002106305353546823,-0.024042933234756744,0.011932280900103292
2020-01-21 00:00:00+05:30,-0.0038122747619295213,0.0002380952380952381,-0.004050370000024759,-0.003170415431694286,-0.0021088107465361693,-0.002400178670781266
2020-01-22 00:00:00+05:30,-0.001013724108324551,0.0002380952380952381,-0.001251819346419789,-0.0018053340499198192,-0.006669372928137362,-0.006892233246857031
2020-01-23 00:00:00+05:30,0.006159899010292773,0.0002380952380952381,0.005921803772197535,0.011204448098848208,0.004708305134328145,0.008977980540963652
2020-01-24 00:00:00+05:30,0.003676878466493513,0.0002380952380952381,0.0034387832283982746,0.008433927269770991,0.004932980250967927,0.0047944304655563545
2020-01-27 00:00:00+05:30,-0.010576619490957053,0.0002380952380952381,-0.010814714729052292,-0.0036316566565257604,-0.010836011590351198,-0.009698593479304057
2020-01-28 00:00:00+05:30,-0.00941422494207676,0.0002380952380952381,-0.009652320180171998,-0.004395778765988895,0.000512860893118295,0.004830454482993364
2020-01-29 00:00:00+05:30,0.006319400283918493,0.0002380952380952381,0.006081305045823255,0.0036003226509498305,0.006086011958519917,0.008781319006483755
2020-01-30 00:00:00+05:30,-0.008509229620386506,0.0002380952380952381,-0.008747324858481745,-7.454701394117233e-05,-0.012069635033084523,0.011352587705504635
2020-01-31 00:00:00+05:30,-0.004763890890031991,0.0002380952380952381,-0.005001986128127228,0.007382262370223653,0.008594875316475376,0.02319295256644891
2020-02-03 00:00:00+05:30,-0.01312574270621579,0.0002380952380952381,-0.013363837944311029,-0.010041277894917343,-0.04259589726222361,-0.01428907479351208
2020-02-04 00:00:00+05:30,0.021643053418106375,0.0002380952380952381,0.021404958180011136,0.008901370924258162,0.01957531855531884,0.012179749199126212
2020-02-05 00:00:00+05:30,0.011179636189008336,0.0002380952380952381,0.010941540950913098,0.004799121207700844,0.004867755185762081,0.0003345675909439197
2020-02-06 00:00:00+05:30,0.004860140486076224,0.0002380952380952381,0.004622045247980986,0.007916934860804354,0.009654428656585782,0.003816863098483071
2020-02-07 00:00:00+05:30,-0.005065596921649746,0.0002380952380952381,-0.005303692159744983,-0.0005664365781737958,-0.004689346563006613,0.001790107295441201
2020-02-10 00:00:00+05:30,-0.0005010776928667543,0.0002380952380952381,-0.0007391729309619924,-0.0014594139310585195,-0.0025889462997536273,-0.0031317342741047673
2020-02-11 00:00:00+05:30,0.004847939451395654,0.0002380952380952381,0.0046098442133004165,0.0038841394069273455,0.01196661485997166,-0.004532808738221039
2020-02-12 00:00:00+05:30,0.010206652717128936,0.0002380952380952381,0.009968557479033698,0.005208305128243246,-0.0017436331070532132,-0.005069469888208618
2020-02-13 00:00:00+05:30,0.0007764289979060986,0.0002380952380952381,0.0005383337598108605,0.001925070594668938,-0.001554842529074022,-0.009596573876457029
2020-02-14 00:00:00+05:30,-5.2366755706938575e-05,0.0002380952380952381,-0.00029046199380217667,-0.0021969181564032137,-0.014750811513341625,-0.000547374049274213
2020-02-17 00:00:00+05:30,-0.0027728327987156854,0.0002380952380952381,-0.0030109280368109236,-0.0017306146017260343,-0.006641031104272323,-0.001173320844470713
2020-02-18 00:00:00+05:30,-0.00439945441887389,0.0002380952380952381,-0.004637549656969128,-0.000466088058019444,0.0026378556331349765,-0.003408294885966747
2020-02-19 00:00:00+05:30,0.008733643230584733,0.0002380952380952381,0.008495547992489494,-0.0009690217183649444,0.013976460019735393,-0.006741780711337698
2020-02-20 00:00:00+05:30,-0.004367100234103433,0.0002380952380952381,-0.004605195472198671,0.004230562411633129,0.004280737199552077,0.010350530764919263
2020-02-24 00:00:00+05:30,-0.01958463397567391,0.0002380952380952381,-0.01982272921376915,-0.013207317881368537,-0.00726985658800678,0.008005843043774993
2020-02-25 00:00:00+05:30,-0.0006808307259824219,0.0002380952380952381,-0.00091892596407766,0.009856784322079976,-0.009743557480990706,0.0019251611921868202
2020-02-26 00:00:00+05:30,-0.009367515473956247,0.0002380952380952381,-0.009605610712051486,-0.004085454318342021,-0.0010051751532427428,0.009225751031596216
2020-02-27 00:00:00+05:30,-0.004545289782626631,0.0002380952380952381,-0.004783385020721869,-0.004654321427493148,-0.0011298624087994697,-0.002119841152592382
